time,lbx,lby,lbz,rbx,rby,rbz,ltx,lty,ltz,rtx,rty,rtz
866.3148,0.01215114,1.078715,0.8158894,0.3708033,0.6345404,0.237947,0.461602,1.179095,1.703537,0.4158494,-0.3485057,0.4156861
866.3525,0.001366515,0.805171,0.7187376,0.3429503,0.6398287,0.2788931,0.444158,0.2327556,1.408865,0.3421889,-0.3174391,0.5680948
866.3901,-0.1439648,0.6473233,0.4961932,0.3255696,0.6920333,0.3955402,0.06910075,-0.3297107,0.498999,0.4315033,-0.1681547,0.8943936
866.4274,-0.2666396,0.6886203,0.3849093,0.1966573,0.8081681,0.534445,-0.1527143,-0.2326876,0.01313913,-0.1514088,0.08853918,1.135265
866.4644,-0.3523923,0.7541409,0.3902321,0.07737598,1.070486,0.7096071,-0.198661,-0.1738663,0.05086514,-0.4583267,1.115563,1.55281
866.5022,-0.431388,0.8400476,0.4695377,0.03885983,1.421319,0.7407862,-0.281196,-0.1485354,0.4574443,-0.2104603,2.291375,1.166042
866.5398,-0.5111794,0.9955572,0.6153838,0.09041397,1.656464,0.5591383,-0.4492443,0.2166402,1.239445,0.4395815,2.544401,0.2597215
866.5779,-0.5940107,1.26969,0.7313155,0.1394283,1.675238,0.4621837,-0.7176535,1.359367,1.719582,0.1740791,2.384645,-0.2417634
866.6152,-0.6303321,1.613941,0.6296541,0.2115902,1.598601,0.4765735,-0.6730452,2.589521,0.8451048,0.6673638,2.245495,-0.1348171
866.6525,-0.5750611,1.71121,0.4166532,0.1970105,1.502246,0.5583106,-0.3153655,2.546168,-0.06853154,0.6040493,2.347356,0.2117437
866.6899,-0.5464154,1.683751,0.3342506,0.1440916,1.329997,0.6913099,-0.2852829,2.399854,-0.3130573,0.354036,2.257086,1.001842
866.7278,-0.4884687,1.637764,0.3530447,0.08719625,0.9216672,0.7905691,-0.0933893,2.365693,-0.2073415,0.1668065,0.6769301,1.756885
866.7653,-0.4380308,1.539528,0.4394955,-0.01536629,0.6125802,0.4584803,0.01074216,2.326487,0.01605931,-0.2900359,-0.3468203,0.3943921
866.8023,-0.4259118,1.399867,0.6303836,0.03014765,0.6079493,0.4011626,-0.2665062,2.356014,0.8760918,-0.1491652,-0.341441,0.6590484
866.8399,-0.3774296,1.011057,0.7927601,0.07591906,0.6356102,0.3940948,-0.3121918,0.8482814,1.777264,-0.05838737,-0.3247344,0.6384311
866.8773,-0.3116709,0.6978437,0.5902864,0.1057218,0.7087822,0.4684401,-0.1396397,-0.1810265,1.03525,-0.06647138,-0.1844885,0.8836714
866.9151,-0.3023462,0.6347447,0.4140056,0.1843044,0.8635423,0.6204144,-0.09220827,-0.3418786,0.4592746,0.2252089,0.2383541,1.399816
866.9526,-0.3405924,0.6790239,0.3440892,0.2126158,1.127297,0.7523408,-0.2660988,-0.2852646,0.08992654,0.2037913,1.130125,1.752298
866.9897,-0.3379646,0.7196763,0.409984,0.2149043,1.485062,0.7640003,-0.228629,-0.2727799,0.3545153,0.03839156,2.328988,1.270589
867.0274,-0.3411502,0.7838154,0.490171,0.2037072,1.707258,0.5621656,-0.2283243,-0.2066404,0.5693401,0.07875362,2.614566,0.1606939
867.0649,-0.3262142,0.8691983,0.5720323,0.245106,1.745957,0.4472695,-0.2301166,-0.1177977,0.7008904,0.0895915,2.585131,-0.07388535
867.1025,-0.2457511,0.9297565,0.6938547,0.2803955,1.73687,0.3712955,0.001472279,0.1152321,1.218669,0.3013161,2.501237,-0.2731466
867.14,-0.09435336,0.9746782,0.753767,0.2474269,1.694238,0.3177803,0.5158946,0.4779522,1.370906,0.06145486,2.393025,-0.3729525
867.1776,0.08960567,1.060512,0.7498423,0.222232,1.62725,0.2994396,0.9881827,1.10834,1.186044,-0.0218084,2.345799,-0.3518146
867.215,0.1433207,1.240911,0.775753,0.2291405,1.524027,0.3414201,0.7002781,1.818538,1.372532,0.00798592,2.400369,-0.08649999
867.2524,0.07070707,1.445444,0.7248211,0.2904757,1.356228,0.485949,0.1316869,2.4268,0.9070916,0.2313395,2.298877,0.8144557
867.2899,-0.04562629,1.525136,0.6077995,0.4355511,0.8894908,0.5642475,-0.2030343,2.360065,0.08043194,0.8578834,0.4184021,1.338658
867.3273,-0.1328964,1.500548,0.5763875,0.3477385,0.621123,0.2466046,-0.2376315,2.24467,-0.08339566,0.4363179,-0.3465582,0.01049665
867.3646,-0.1764737,1.45078,0.6737993,0.3686478,0.6609339,0.2842898,-0.2562489,2.423428,0.4556417,0.837243,-0.1609518,0.608207
867.4022,-0.1823417,1.284366,0.8284026,0.2330407,0.6846611,0.3541142,0.09537864,2.069351,1.382181,0.150485,-0.1842212,0.8422004
867.4395,-0.2907004,0.9408461,0.8730945,0.113461,0.7803446,0.4711172,-0.2120999,0.6933243,1.838783,-0.2926794,0.1846089,1.164045
867.4773,-0.3941275,0.7205393,0.6597077,0.08186708,1.028279,0.6437066,-0.4542437,-0.1540527,1.140826,-0.1281165,1.434216,1.533157
867.5145,-0.4564921,0.6904678,0.4721691,0.09816954,1.306783,0.6334702,-0.4640922,-0.3028817,0.5870566,0.3532351,2.167149,1.074731
867.5522,-0.4689665,0.7435147,0.3317634,0.1323599,1.433122,0.5707147,-0.2558155,-0.1956789,0.06253824,0.2493374,2.426083,0.5521766
867.5895,-0.5123224,0.7806341,0.3940966,0.1647814,1.471969,0.5152426,-0.2784569,-0.1521266,0.6684406,0.3936734,2.365365,0.1286532
867.6274,-0.605773,0.889902,0.5417461,0.1740789,1.448071,0.5107117,-0.7422378,0.4817212,1.44439,0.2952048,2.325561,0.04666471
867.6645,-0.6891945,1.15985,0.595185,0.2094313,1.403213,0.5568188,-1.077198,1.727846,1.321018,0.4595329,2.327566,0.2686861
867.7022,-0.6606092,1.39143,0.4680761,0.2595479,1.316473,0.6041034,-0.5846818,2.38568,0.5435944,0.560962,2.266756,0.5259323
867.7399,-0.5924318,1.44055,0.3874642,0.3244646,1.15645,0.6733031,-0.3987297,2.397659,0.1720073,0.7356761,1.979369,1.065361
867.7775,-0.5540184,1.442463,0.4181683,0.3652113,0.7599344,0.6930725,-0.5047894,2.439115,0.3528826,0.7241287,0.1862721,1.42934
867.8144,-0.4387769,1.405882,0.4493491,0.2528004,0.6136543,0.3593459,-0.2275466,2.364787,0.2599186,0.1205677,-0.3457999,0.1104238
867.8519,-0.3115661,1.307977,0.5631853,0.3189514,0.6423112,0.3593687,-0.01163012,2.259969,0.6244094,0.5587361,-0.3174542,0.5054981
867.8893,-0.2022154,1.113931,0.7189738,0.2844553,0.6684321,0.3932367,0.09830177,1.683855,1.483746,0.3201595,-0.2701945,0.7363189
867.9276,-0.1094218,0.7536358,0.6578236,0.2087392,0.7336523,0.4684773,0.3858374,0.0798322,1.206191,0.007222056,-0.07630384,1.01926
867.9649,-0.1574751,0.6626107,0.4761288,0.1475332,0.8754359,0.5904593,0.218897,-0.253388,0.6150191,-0.228679,0.4510597,1.414091
868.0021,-0.2636046,0.7049565,0.4099389,0.03416166,1.168385,0.6776784,0.01602834,-0.2517346,0.3290206,-0.4476236,1.561366,1.460908
868.0398,-0.3417334,0.7901999,0.4689207,0.03607726,1.452404,0.6638226,-0.02611339,-0.1514397,0.585964,-0.1027052,2.37994,1.010835
868.0772,-0.4202203,0.9139206,0.5895814,0.07596137,1.622343,0.5823825,-0.2025558,0.1520256,1.199613,0.06069943,2.610854,0.4320033
868.1151,-0.5123438,1.151357,0.7201427,0.1561545,1.676028,0.4694524,-0.5742417,1.159621,1.718191,0.423008,2.427646,-0.1337563
868.1528,-0.5354209,1.463751,0.6770197,0.189596,1.645592,0.4230909,-0.531851,2.383837,1.068719,0.3150408,2.300289,-0.3223189
868.1898,-0.5097785,1.604902,0.5027272,0.2213433,1.559884,0.4552961,-0.2934482,2.530175,0.1911669,0.4232068,2.314487,-0.1690635
868.2272,-0.4907241,1.61573,0.4168052,0.2276844,1.417121,0.608932,0.03662524,2.332977,-0.03867248,0.5573708,2.361209,0.6110508
868.2654,-0.5922257,1.613127,0.4367763,0.155152,1.027728,0.8148331,-0.4995028,2.551728,0.1044652,0.2062877,0.9227795,1.807995
868.3022,-0.6439508,1.553059,0.4441338,0.06994219,0.6393289,0.5125351,-0.6641334,2.527917,0.2222224,-0.1635561,-0.3330245,0.5098003
868.3394,-0.5882204,1.475564,0.4601003,0.05303439,0.6323353,0.4181114,-0.301558,2.426697,0.3453335,-0.2754485,-0.2651368,0.712463
868.377,-0.5702838,1.341483,0.5882157,0.1103396,0.6419261,0.4033464,-0.5111529,2.254719,0.9913319,0.1089547,-0.2992952,0.7411344
868.4142,-0.4855606,1.038172,0.7122194,0.1088418,0.7124912,0.4855894,-0.3831097,1.057586,1.706768,0.0560746,-0.08389306,1.088074
868.4528,-0.3339633,0.68591,0.4372388,0.2032994,0.8732072,0.6094057,0.00129354,-0.250584,0.540107,0.2090711,0.450931,1.515855
868.4896,-0.2642225,0.6877348,0.3192263,0.318029,1.134136,0.6946251,0.2545796,-0.1666266,0.2890406,0.4909388,1.3075,1.664186
868.5269,-0.30454,0.7052267,0.3225237,0.4437559,1.402507,0.6651016,0.02207753,-0.2329589,0.2079419,0.7288187,2.03159,1.388285
868.5649,-0.3588625,0.7485832,0.4472876,0.4667225,1.655148,0.527446,-0.1693452,-0.1985116,0.706314,0.5876918,2.646916,0.4854646
868.6023,-0.4554467,0.8880875,0.6169968,0.4269582,1.746071,0.354063,-0.4709436,0.2179109,1.359037,0.2674313,2.566124,-0.1955416
868.6398,-0.5668584,1.187968,0.7537108,0.4119925,1.728179,0.2456114,-0.7216792,1.434481,1.710404,0.2768996,2.435401,-0.4483529
868.6774,-0.5907431,1.516164,0.6930884,0.3755554,1.618005,0.2204636,-0.5585063,2.442292,1.068919,0.2508228,2.038356,-0.6782838
868.7148,-0.5743389,1.679729,0.5179176,0.3375576,1.563908,0.3503719,-0.4306099,2.633002,0.2521879,0.207466,2.36195,-0.238021
868.7524,-0.5337361,1.708994,0.4167352,0.31051,1.413537,0.5946651,-0.2529985,2.532771,-0.07578588,0.3800373,2.359883,0.9102536
868.7898,-0.476145,1.675477,0.3970725,0.206949,0.9821624,0.739225,-0.09042013,2.423888,-0.142461,0.1535337,0.806925,1.722301
868.8274,-0.4244053,1.599885,0.4449375,0.06931484,0.6606183,0.450369,-0.01521039,2.398315,0.003270447,-0.2079863,-0.2859958,0.614764
868.8641,-0.3748596,1.47088,0.578146,0.06330878,0.6519054,0.3687125,-0.02755949,2.408333,0.6019107,-0.3141695,-0.2382575,0.6238989
868.9019,-0.3457964,1.146103,0.7711647,0.1242021,0.6695224,0.3523223,-0.2168979,1.341715,1.743338,-0.1917085,-0.2544863,0.5677483
868.9393,-0.3126111,0.7733928,0.6344764,0.1890994,0.7218089,0.4084984,-0.1612413,0.004952073,1.256237,-0.07920839,-0.1476273,0.8233379
868.9772,-0.3086389,0.655954,0.4001381,0.331939,0.8442854,0.50888,0.01213005,-0.289304,0.4600921,0.3104265,0.0992679,1.175578
869.0145,-0.3927159,0.6870887,0.2850084,0.4253881,1.096987,0.640238,-0.2317673,-0.2625424,0.01612812,0.5290456,0.9430471,1.622866
869.0518,-0.4539475,0.7509051,0.2802066,0.4792155,1.435477,0.6595586,-0.2847878,-0.1889027,-0.01668805,0.6253916,2.152635,1.340967
869.0893,-0.4931029,0.8412143,0.3304487,0.4672361,1.69965,0.4665785,-0.2415363,-0.1029909,0.1178666,0.4351972,2.648493,0.1524607
869.1272,-0.5596007,0.9419327,0.4558714,0.4191224,1.731045,0.301974,-0.4124073,-0.03020787,0.6382905,0.09075573,2.42571,-0.3380382
869.1649,-0.6505837,1.150518,0.6617132,0.4292887,1.688167,0.2499444,-0.8148829,0.7813781,1.576449,0.2070974,2.352834,-0.4633917
869.2027,-0.6589097,1.530904,0.6916659,0.4310012,1.610456,0.2793393,-0.7805449,2.398143,1.174472,0.2081664,2.295594,-0.4141524
869.24,-0.5482768,1.702304,0.4836428,0.4433162,1.512864,0.4249827,-0.245863,2.621524,0.2314908,0.1961093,2.479228,0.3540735
869.2772,-0.4736932,1.690912,0.3596365,0.5188993,1.250259,0.5982928,0.04019943,2.360152,-0.1770499,0.7298229,1.866537,1.35705
869.3148,-0.4406037,1.632199,0.3229865,0.4866507,0.7902167,0.5396008,0.1113878,2.173319,-0.3114383,0.832539,0.1085135,1.184304
869.3526,-0.4356709,1.558817,0.4221077,0.3495238,0.6461936,0.3313484,0.2146821,2.251938,0.1112636,0.4262399,-0.3334889,0.5166506
869.3893,-0.5282462,1.408489,0.6338462,0.3276194,0.6355495,0.2994734,-0.2907838,2.190992,1.209433,0.3188569,-0.3340417,0.5440466
869.4272,-0.6251469,1.013597,0.7034964,0.3435103,0.6408584,0.304683,-0.8024738,0.7058713,1.638301,0.3447535,-0.3289524,0.5485387
869.4648,-0.5876687,0.7014617,0.4252125,0.3718743,0.672195,0.3563572,-0.6579138,-0.2790626,0.6086192,0.3856634,-0.2576538,0.7240409
869.502,-0.4903628,0.6879918,0.211789,0.4063834,0.7438804,0.4420865,-0.1209309,-0.1955936,-0.07595551,0.3694665,-0.06891441,1.023466
869.5393,-0.5003573,0.7428237,0.1327081,0.4581473,0.9084523,0.5849783,-0.2190849,-0.07189149,-0.3743668,0.5479782,0.6463785,1.545836
869.5773,-0.5241947,0.7629051,0.159767,0.5114754,1.186462,0.6417956,-0.3139076,-0.124454,-0.2505662,0.797169,1.833642,1.348576
869.6146,-0.5549259,0.7856092,0.2838864,0.4776714,1.421095,0.5157122,-0.4509323,-0.2077109,0.3338945,0.622427,2.410155,0.4873261
869.652,-0.6061587,0.8738971,0.4770682,0.4097268,1.489602,0.4254113,-0.6774242,0.1310528,1.142728,0.2871838,2.427561,0.1010408
869.6899,-0.6323531,1.120012,0.6628183,0.3743255,1.490871,0.3931427,-0.8295522,1.394986,1.603829,0.1303671,2.390264,0.0304085
869.7274,-0.560443,1.391494,0.631182,0.3784061,1.445188,0.4050582,-0.525036,2.33306,0.9661446,0.2426009,2.369572,0.0485886
869.7649,-0.456623,1.492746,0.5312029,0.3975712,1.350253,0.4870188,-0.2084612,2.459193,0.4649092,0.3988911,2.350217,0.4953004
869.8022,-0.3633094,1.50333,0.4978924,0.427797,1.170789,0.5890949,-0.1089715,2.447153,0.2869172,0.6778213,1.966774,1.140363
869.8398,-0.2842555,1.480381,0.5007098,0.4108256,0.7823142,0.6127604,-0.04861999,2.434176,0.3142933,0.7563628,0.3048634,1.420625
869.8773,-0.2061469,1.41597,0.5117785,0.2882777,0.6029556,0.380893,-0.03119719,2.357341,0.2233112,0.3143494,-0.3868805,0.5206954
869.9146,-0.1259718,1.305117,0.6126031,0.2756714,0.607245,0.3441219,0.05711895,2.279776,0.741131,0.209452,-0.3397489,0.6584747
869.9521,-0.03183043,1.034582,0.7498946,0.3246285,0.636982,0.3324697,0.3542474,1.289071,1.636562,0.3871345,-0.3185878,0.6205311
869.9894,-0.03259061,0.705465,0.6306618,0.3728829,0.7061352,0.3733126,0.2863903,-0.03497618,1.222268,0.4120748,-0.2148901,0.7608387
870.0272,-0.06678886,0.626477,0.4351818,0.4682172,0.8471956,0.4616994,0.2544444,-0.3180927,0.367377,0.6545252,0.06591171,1.057422
870.0643,-0.1454392,0.6620181,0.3641054,0.5499176,1.106046,0.5919018,-0.01186366,-0.2893012,0.08634797,0.86639,0.9301602,1.524055
870.1022,-0.1617073,0.7368499,0.4069723,0.5548378,1.471112,0.6209663,-0.06492946,-0.205357,0.08622286,0.6102087,2.246386,1.25016
870.1398,-0.1005955,0.8259922,0.5651851,0.4626554,1.725733,0.4163892,0.2246487,-0.1123224,0.6825826,0.2018837,2.64439,0.1196282
870.1776,-0.02282251,1.04697,0.7905942,0.4210497,1.726885,0.256141,0.5014734,0.7521426,1.589463,0.1474642,2.405487,-0.4255124
870.2154,-0.001031997,1.398748,0.8425375,0.4175028,1.654369,0.204933,0.4846718,2.058831,1.415584,0.4328874,2.171267,-0.650976
870.2526,-0.05894096,1.655801,0.6946625,0.3564545,1.564972,0.242036,0.22857,2.607721,0.588904,0.431406,1.939702,-0.6820632
870.2899,-0.1323706,1.736233,0.5543545,0.266485,1.538595,0.3581254,0.02135909,2.578001,0.03686696,0.3048478,2.309123,-0.2781256
870.3276,-0.2335381,1.715396,0.4300705,0.1256008,1.400177,0.579091,-0.2248587,2.296794,-0.3835023,0.1446781,2.382107,0.7673746
870.3647,-0.2801188,1.656975,0.4035311,-0.06652874,0.9992216,0.7069389,-0.2059449,2.154271,-0.4608734,-0.4930245,0.8548105,1.599826
870.4025,-0.2843259,1.612288,0.4916146,-0.08986554,0.6844323,0.3879637,0.1909144,2.368172,0.04129773,-0.4954999,-0.2277924,0.3304576
870.4405,-0.3770159,1.478883,0.6659552,-0.07594666,0.68665,0.3447212,-0.03438741,2.313929,1.096426,-0.4963516,-0.207987,0.4959972
870.4774,-0.5410733,1.137291,0.734718,-0.05017033,0.7040424,0.404148,-0.7363209,1.161869,1.715164,-0.2606578,-0.2142373,0.7394951
870.5148,-0.6027494,0.783071,0.4704406,-0.1055794,0.7929062,0.5427149,-0.8982448,-0.1313043,0.7472082,-0.4328889,0.04171467,1.115934
870.5522,-0.5586936,0.7388129,0.2550202,-0.1181169,0.9702554,0.7344055,-0.4844208,-0.2541943,0.1632573,-0.4010136,0.7037852,1.655797
870.5897,-0.5955999,0.7904971,0.1881808,-0.1430589,1.30399,0.8391878,-0.5666039,-0.1704305,-0.08709635,-0.3193574,1.894635,1.626625
870.6271,-0.6225977,0.8309421,0.2186119,-0.1020358,1.578305,0.768159,-0.5383191,-0.145724,0.02107519,-0.03431747,2.545728,1.0121
870.6646,-0.6511548,0.9004405,0.3505487,-0.02334469,1.712547,0.5904254,-0.4839202,-0.05840796,0.5799882,0.1001751,2.57089,0.09243989
870.7023,-0.7287875,1.038198,0.5426571,0.04142991,1.695592,0.5535298,-0.8211666,0.424998,1.327165,0.2818933,2.529636,0.05699331
870.7398,-0.7944725,1.336142,0.6867471,0.0808185,1.614088,0.5504244,-1.017519,1.74607,1.571173,0.4470824,2.394104,0.04305381
870.7779,-0.7104462,1.646626,0.5826089,0.07840168,1.509894,0.6132343,-0.6380733,2.643301,0.6200423,0.3045682,2.448737,0.353574
870.8148,-0.6001916,1.723636,0.4532463,0.09298294,1.32685,0.7190407,-0.348654,2.632754,0.1212315,0.350179,2.223246,1.080046
870.8523,-0.4990064,1.705729,0.3782076,0.1059959,0.9998857,0.7732636,-0.1664582,2.47887,-0.1618532,0.4518998,1.037242,1.71079
870.8898,-0.403363,1.605645,0.3803083,0.0174799,0.6544532,0.520638,-0.006123602,2.250354,-0.2728007,-0.04022103,-0.3298713,0.6872992
870.9272,-0.357968,1.507221,0.5459201,0.03366138,0.6558741,0.3922175,-0.1113778,2.472261,0.4570909,-0.119413,-0.2997042,0.6440872
870.9648,-0.3201332,1.229543,0.7606916,0.128661,0.6643167,0.3949312,-0.1966281,1.663552,1.653094,0.1201552,-0.2590036,0.7788679
871.0021,-0.2848683,0.8256875,0.6831312,0.1704053,0.7100384,0.4136147,-0.1211274,0.1660307,1.416645,0.08479898,-0.2066764,0.8038783
871.0395,-0.2732447,0.6669441,0.4443454,0.2552632,0.8144308,0.4824087,0.06004071,-0.2706933,0.5431235,0.1094611,-0.02133042,1.01179
871.0769,-0.3561531,0.6942213,0.2907468,0.3860244,1.016257,0.6119489,-0.1759871,-0.2132944,-0.08866826,0.5224515,0.6280867,1.523383
871.1146,-0.4197147,0.7505233,0.276856,0.5004175,1.341203,0.6620703,-0.2599978,-0.1161048,-0.1958451,0.8851132,1.837963,1.440041
871.1525,-0.4577461,0.8135335,0.3425995,0.4982607,1.63769,0.5388612,-0.1991439,-0.1106334,0.06145817,0.5672188,2.631982,0.6202821
871.1895,-0.5379679,0.9109203,0.4867635,0.4427177,1.758344,0.3828645,-0.3882226,-0.06168199,0.6645873,0.2465885,2.619217,-0.08663616
871.2274,-0.6378471,1.123169,0.6796284,0.4192579,1.805423,0.280702,-0.7542988,0.6394707,1.547082,0.128464,2.538526,-0.334114
871.2646,-0.6820043,1.479025,0.7470789,0.4276321,1.817375,0.2019801,-0.8489721,2.102695,1.510726,0.3431863,2.411006,-0.598314
871.3024,-0.6136861,1.758694,0.5750364,0.4272457,1.788079,0.1602298,-0.4734982,2.747259,0.5194789,0.5493063,2.114022,-0.777247
871.3398,-0.5472519,1.859691,0.4336953,0.3928348,1.77015,0.1613623,-0.2620181,2.74432,0.06481481,0.3779487,1.972762,-0.8177838
871.3776,-0.503279,1.903626,0.3238864,0.3620586,1.786911,0.2001599,-0.2433388,2.649087,-0.2898884,0.2371083,2.167894,-0.7159401
871.4149,-0.4613344,1.899478,0.2422401,0.3440272,1.794708,0.246483,-0.2237105,2.400292,-0.5900578,0.2055457,2.289381,-0.6114926
871.4521,-0.4083156,1.873655,0.1990956,0.338853,1.79869,0.2782206,-0.06023329,2.119771,-0.7054849,0.3277723,2.397518,-0.5225798
871.4895,-0.3629652,1.856965,0.1879515,0.3211901,1.794086,0.2970191,0.09690249,2.022202,-0.6845269,0.2402801,2.442058,-0.4603356
871.5276,-0.3394865,1.849467,0.184678,0.3054566,1.781707,0.2930822,0.09373733,2.024304,-0.6994878,0.1267544,2.351858,-0.5087867
871.5648,-0.3231331,1.838998,0.1815827,0.2977149,1.776427,0.2864507,0.08003145,2.027965,-0.7138222,0.07211891,2.282415,-0.546065
871.6021,-0.3103642,1.826657,0.1799023,0.3046196,1.787872,0.2891109,0.1056404,2.011919,-0.7103889,0.1356543,2.364211,-0.5104423
871.6406,-0.2997344,1.818823,0.1800477,0.3215838,1.792896,0.2839569,0.1264694,2.007102,-0.7047696,0.2915759,2.399695,-0.510332
871.6772,-0.2964058,1.812004,0.1798609,0.3169391,1.787246,0.2685885,0.1155056,1.987518,-0.7143,0.2605045,2.308754,-0.5827892
871.7146,-0.2961172,1.810206,0.1822644,0.3105708,1.791043,0.2608941,0.1142983,1.994678,-0.7107807,0.1721363,2.325287,-0.5730236
871.7526,-0.2976149,1.813176,0.1856813,0.3138605,1.791395,0.2493564,0.09216803,2.021078,-0.711451,0.1767137,2.282454,-0.6109065
871.7899,-0.3015929,1.816607,0.1891483,0.3213066,1.789697,0.2385479,0.04412842,2.050021,-0.7196944,0.2409991,2.232071,-0.6546801
871.8273,-0.3052918,1.809549,0.1909002,0.3228324,1.788537,0.2301114,0.02949944,1.985074,-0.7348999,0.224355,2.21507,-0.6689836
871.8647,-0.3068065,1.804779,0.1944524,0.3217374,1.785473,0.2226586,0.001085252,1.940616,-0.7472223,0.1946379,2.201232,-0.6778914
871.9021,-0.3053496,1.808522,0.2034191,0.3186845,1.770262,0.2140655,-0.005252659,1.979528,-0.7350365,0.1634031,2.101924,-0.7164658
871.9397,-0.3035169,1.813154,0.2155842,0.3147005,1.748847,0.2167227,-0.003391564,2.040415,-0.7108482,0.148573,2.03708,-0.7263166
871.9775,-0.3000571,1.811393,0.2286784,0.3044393,1.724355,0.2426578,-0.02336073,2.070412,-0.6967126,0.1473533,2.070433,-0.6823039
872.0146,-0.2937525,1.804316,0.2429739,0.2912825,1.686324,0.2943643,-0.04626276,2.075836,-0.6870938,0.178158,2.170823,-0.5730826
872.0522,-0.2846339,1.792799,0.2621113,0.268052,1.622019,0.3685915,-0.04398496,2.089081,-0.6621751,0.1721983,2.27154,-0.3856862
872.0917,-0.2745051,1.775707,0.2839487,0.238325,1.525802,0.4872577,-0.04286328,2.10235,-0.6323737,0.1707789,2.433611,0.07334995
872.1319,-0.2563101,1.744697,0.3205459,0.1983639,1.265916,0.6976243,-0.04219741,2.126919,-0.5783772,0.2672967,2.07262,1.284547
872.173,-0.2397494,1.709243,0.3526428,0.1106839,0.818107,0.7104967,0.00873737,2.117677,-0.5256717,-0.03364304,0.2396588,1.513346
872.2113,-0.2278707,1.666103,0.3913797,0.02178264,0.6310483,0.4127768,0.0008026361,2.128558,-0.465267,-0.3347931,-0.2984023,0.5075153
872.2505,-0.2069895,1.611955,0.4455794,0.04450264,0.6122123,0.3626038,0.03289342,2.163383,-0.3534093,-0.2181542,-0.2959331,0.688615
872.2888,-0.1823841,1.542347,0.5155963,0.0831887,0.5926355,0.3467819,0.161012,2.185209,-0.169099,0.07606079,-0.2876567,0.8211604
872.3279,-0.1707301,1.45196,0.6116366,0.08015896,0.5843795,0.3340092,0.1806928,2.274764,0.1649867,0.142787,-0.2470002,0.8861735
872.3642,-0.1737126,1.303016,0.7432457,0.06734388,0.5728346,0.306695,0.1235954,2.257323,0.7733331,0.03882413,-0.2967029,0.7997378
872.4016,-0.2074535,1.00146,0.8906141,0.06842426,0.5668185,0.2915883,-0.1049563,1.370719,1.814271,0.02212287,-0.3205244,0.7503681
872.4402,-0.2420349,0.6183463,0.7651314,0.08051568,0.5670481,0.2936839,-0.2782573,-0.145077,1.410013,0.07453752,-0.3057519,0.7817254
872.4771,-0.2312211,0.50533,0.5238209,0.09719247,0.5737572,0.303678,-0.1302593,-0.4666378,0.7361535,0.1086959,-0.2605003,0.8549331
872.515,-0.2659206,0.5075513,0.4128043,0.1130446,0.5842505,0.312665,-0.2808735,-0.4843557,0.5388879,0.1060586,-0.2164499,0.9116893
872.553,-0.2766304,0.5154969,0.3820329,0.1330573,0.5976157,0.3190496,-0.332522,-0.4465946,0.6489716,0.1351731,-0.1990277,0.9234955
872.5897,-0.2826903,0.5324916,0.3457224,0.1555718,0.612474,0.326488,-0.3225439,-0.4343596,0.5979337,0.2006702,-0.1683117,0.9496572
872.6277,-0.285784,0.553744,0.3188634,0.1795567,0.625047,0.3313814,-0.2951959,-0.4169536,0.5589834,0.2893655,-0.1539672,0.9486972
872.6652,-0.2903128,0.5737602,0.3098032,0.2006652,0.6344712,0.3338102,-0.305189,-0.3878634,0.5837722,0.3650023,-0.1451162,0.9381585
872.7014,-0.2989557,0.5926324,0.3070588,0.2170898,0.6424397,0.3362375,-0.3313624,-0.3645549,0.5947087,0.4186331,-0.1375775,0.9286509
872.7391,-0.3008159,0.6071594,0.3152658,0.2265242,0.6494957,0.3400957,-0.3172278,-0.333466,0.6543151,0.458905,-0.1300334,0.9217602
872.7771,-0.3004887,0.617417,0.3299019,0.2262543,0.6551648,0.3454366,-0.3196236,-0.2873053,0.7554738,0.4455695,-0.1329635,0.9205492
872.8142,-0.297309,0.6248046,0.3371977,0.2179648,0.6591083,0.35191,-0.3069444,-0.2585797,0.8057482,0.3736843,-0.1417443,0.9301716
872.8517,-0.2918802,0.6275916,0.3342295,0.2101158,0.662893,0.3587956,-0.2852609,-0.2675221,0.7800183,0.3007207,-0.144605,0.9416659
872.8893,-0.2861578,0.6284882,0.3357528,0.2123178,0.6651193,0.3610526,-0.291439,-0.2565277,0.8012834,0.3010498,-0.1608114,0.9177976
872.927,-0.2776588,0.6295297,0.3354551,0.2157397,0.6674087,0.3627534,-0.2856034,-0.2436471,0.822794,0.2771636,-0.1642554,0.9146246
872.9647,-0.2680129,0.6301669,0.3283775,0.2111828,0.6676269,0.3520561,-0.2244335,-0.248149,0.804468,0.1269518,-0.2106903,0.8226558
873.0019,-0.2656859,0.6325389,0.3193863,0.2280135,0.6725283,0.3383709,-0.231419,-0.2512953,0.78593,0.1536126,-0.2500306,0.7169862
873.0393,-0.26765,0.6351059,0.3130626,0.243107,0.6823241,0.3336666,-0.2583025,-0.233102,0.8091753,0.1564591,-0.2510066,0.6820714
873.077,-0.2770858,0.6362002,0.2989951,0.2568392,0.6949502,0.3053695,-0.2650827,-0.2330679,0.7931904,0.06798327,-0.2732788,0.4692789
873.1147,-0.3008411,0.6347503,0.2657897,0.3039991,0.7234703,0.2605955,-0.3491893,-0.2732527,0.6819546,0.1708629,-0.2553892,0.1053242
