time,lbx,lby,lbz,rbx,rby,rbz,ltx,lty,ltz,rtx,rty,rtz
631.9838,-0.398504,0.7503126,-0.005551032,0.4126845,1.321212,0.3464908,-0.3980916,-0.0186528,-0.6448413,0.6231794,2.296946,0.2861851
632.0215,-0.4213346,0.7949939,-0.01915964,0.3445687,1.233775,0.4612056,-0.3613398,0.05423176,-0.6882427,0.6384561,2.123215,0.8112428
632.0593,-0.4506444,0.832703,-0.00131578,0.2381468,1.0239,0.5789242,-0.3130963,0.1199052,-0.6890659,0.4045207,1.172347,1.553749
632.0975,-0.492687,0.857116,0.05513744,0.09732021,0.7934242,0.477892,-0.3695319,0.05715042,-0.5321342,-0.07466564,0.0329746,1.104101
632.1342,-0.5272695,0.881384,0.1500379,0.02355568,0.7498072,0.356286,-0.3877182,-0.04076815,-0.2107406,-0.424691,-0.09579551,0.646167
632.171,-0.5642096,0.9234898,0.2952365,0.03752035,0.7244048,0.3301234,-0.5018975,-0.06557232,0.4289279,-0.2979601,-0.1834294,0.5816988
632.2094,-0.6135492,1.035739,0.4664807,0.06901748,0.7107362,0.350862,-0.7322074,0.3947921,1.224839,-0.1233073,-0.2128017,0.6826586
632.246,-0.6248527,1.310792,0.593456,0.09422079,0.7070552,0.3826412,-0.7164015,1.792167,1.465177,-0.01339093,-0.2201284,0.7414595
632.2838,-0.5340269,1.566733,0.4726017,0.124782,0.7222988,0.4439532,-0.3359413,2.544673,0.538893,0.09130351,-0.1504942,0.9308943
632.3223,-0.4365566,1.640173,0.3361475,0.1549696,0.785717,0.5592488,-0.005299568,2.455045,-0.05115235,0.2438296,0.2242932,1.381993
632.3595,-0.3776154,1.658276,0.2626572,0.1942955,0.9553722,0.6720082,0.1042547,2.330501,-0.2994061,0.4896832,1.221707,1.589511
632.3962,-0.322417,1.652372,0.1953698,0.2124222,1.223665,0.6076721,0.1554363,2.179609,-0.5072525,0.4565352,2.190186,0.6867064
632.434,-0.2825125,1.610347,0.1444065,0.1737195,1.318661,0.4954846,0.08731961,1.925949,-0.7294472,0.03659007,2.248103,0.1529448
632.4713,-0.2488184,1.5696,0.13479,0.1856104,1.326806,0.4889367,0.06603715,1.77526,-0.7918004,0.1920201,2.288221,0.2139105
632.5092,-0.2221552,1.546978,0.1541915,0.2064516,1.269601,0.5148975,0.05690633,1.788654,-0.7751726,0.39196,2.245588,0.4007159
632.5469,-0.2038677,1.527065,0.2021735,0.1970564,1.132636,0.6113287,-0.01126099,1.897679,-0.7064233,0.3708941,1.942093,1.172184
632.5844,-0.1848421,1.500811,0.2985453,0.1616125,0.8296446,0.6419238,-0.03540142,2.125168,-0.4681661,0.05737431,0.4521212,1.562038
632.621,-0.1752715,1.439324,0.4759069,0.2123941,0.6630492,0.3707627,-0.05610983,2.418467,0.3113499,0.252746,-0.3264892,0.5092745
632.6594,-0.1866787,1.181232,0.6948707,0.2918335,0.7173428,0.3741451,-0.09583525,1.707136,1.540549,0.5352416,-0.08397049,0.9206334
632.6967,-0.2408539,0.8186797,0.6489288,0.3497389,0.7788487,0.3849527,-0.2950904,0.39305,1.552199,0.6649404,0.08496338,1.032387
632.7346,-0.2697616,0.6181944,0.4274206,0.3969927,0.9206419,0.4716375,-0.3386631,-0.2216943,0.9657882,0.7667245,0.767267,1.38803
632.7707,-0.3126947,0.5835065,0.1932492,0.4126703,1.182839,0.5119097,-0.336131,-0.415325,0.2355138,0.5740767,1.934011,1.151979
632.8085,-0.3526225,0.6494797,0.03209411,0.4162051,1.381671,0.4177839,-0.3514298,-0.2997635,-0.2824465,0.560801,2.367829,0.4989241
632.8465,-0.3658506,0.7056668,-0.04565644,0.3973503,1.490946,0.344516,-0.3121445,-0.207513,-0.4496593,0.4178239,2.462625,0.1090987
632.8839,-0.3826357,0.7778543,-0.1031153,0.3887212,1.555709,0.2939107,-0.2469841,-0.01360232,-0.6990979,0.4117557,2.463758,-0.124321
632.9218,-0.4047934,0.8495718,-0.1205494,0.3781482,1.592042,0.2447944,-0.1260579,0.2518244,-0.8722177,0.3956972,2.41623,-0.32125
632.96,-0.4296162,0.8974084,-0.09335845,0.3615237,1.602496,0.2065725,-0.0411987,0.4108198,-0.875895,0.3214447,2.332315,-0.4758916
632.9959,-0.4755382,0.9045132,-0.02673851,0.3454368,1.599203,0.1908416,-0.1508455,0.2672862,-0.7256781,0.235959,2.269209,-0.5433975
633.0334,-0.5262396,0.8882959,0.08892777,0.3406074,1.592718,0.1979619,-0.2608569,0.01448101,-0.3185274,0.2412558,2.25936,-0.5407659
633.072,-0.582773,0.9008709,0.2615508,0.3495065,1.588667,0.2264836,-0.4878635,-0.08099562,0.4256559,0.3596579,2.340765,-0.4324894
633.1089,-0.632186,1.001048,0.4606145,0.3603743,1.570633,0.2517099,-0.6981414,0.409523,1.264199,0.5004567,2.346752,-0.3631203
633.1466,-0.6771077,1.286644,0.5851197,0.3643427,1.543362,0.2663726,-0.8883099,1.877317,1.363901,0.5683574,2.300584,-0.3541048
633.1839,-0.6203496,1.528791,0.4612316,0.3653952,1.519053,0.279672,-0.5390093,2.513377,0.6160715,0.5953997,2.273816,-0.3346823
633.2212,-0.5378767,1.613816,0.3468771,0.372053,1.493441,0.2953196,-0.2746777,2.552959,0.1261142,0.673871,2.238947,-0.2989256
633.2587,-0.4847569,1.642188,0.2578218,0.380052,1.465408,0.3096354,-0.1844475,2.455973,-0.2397412,0.7674758,2.180897,-0.2717245
633.2966,-0.4385178,1.640553,0.1876507,0.3839334,1.434239,0.3204214,-0.09671053,2.318856,-0.4627901,0.8127692,2.10711,-0.2823585
633.3336,-0.395803,1.622545,0.1418711,0.3851841,1.404289,0.3387203,-0.0282062,2.170777,-0.609337,0.8147179,2.080389,-0.2599363
633.3708,-0.3609187,1.605528,0.120719,0.3936318,1.360272,0.3682156,-0.001564384,2.071768,-0.687665,0.8868593,2.020558,-0.1981323
633.4094,-0.3323981,1.600417,0.1209018,0.4053547,1.294166,0.4049287,0.07340699,2.091329,-0.6500247,1.051119,1.857933,-0.1100036
633.4459,-0.3158898,1.59969,0.1272968,0.3975683,1.220597,0.4497421,0.09342614,2.118331,-0.6233513,1.160419,1.710856,0.02819258
633.4839,-0.3044812,1.602188,0.1405064,0.3627262,1.140336,0.5050567,0.1176314,2.145701,-0.5850381,1.220852,1.595723,0.2679027
633.5215,-0.2996329,1.610409,0.1594485,0.2904663,1.048065,0.5784862,0.1119011,2.203262,-0.5327687,1.246368,1.315216,0.7004782
633.5588,-0.2994512,1.620088,0.1811849,0.1013494,0.9647598,0.7013103,0.08213267,2.267225,-0.478821,0.4985567,0.9972908,1.618462
633.5962,-0.3015435,1.62758,0.1982241,-0.1844184,0.9303927,0.6215102,0.04047713,2.309017,-0.4488198,-0.8996638,0.7903047,1.3062
633.634,-0.3039391,1.635522,0.2213819,-0.2619372,1.021743,0.3525479,-0.02455577,2.35591,-0.4134306,-1.250039,1.119566,0.233861
633.6713,-0.2986021,1.63743,0.238644,-0.2177403,1.056079,0.268233,-0.03508395,2.366867,-0.3926089,-1.155568,1.220592,-0.03740469
633.7087,-0.2834218,1.633915,0.2562306,-0.1901721,1.053488,0.2913307,-0.0003402829,2.355846,-0.375181,-1.184052,1.103804,0.192984
633.7465,-0.2664482,1.623012,0.2747978,-0.125814,1.059278,0.3336222,0.01312155,2.336081,-0.3681428,-1.117443,1.155636,0.4195728
633.7835,-0.2475431,1.60133,0.2997035,-0.01659925,1.041552,0.4201818,0.02873474,2.312332,-0.3469394,-0.8758458,1.075698,0.9306027
633.8207,-0.2270078,1.569643,0.3353231,0.1890679,0.9973613,0.5353034,0.04660687,2.304753,-0.2849576,0.0570851,0.8410524,1.514154
633.8587,-0.2046925,1.51625,0.3928375,0.5134465,1.020878,0.4951307,0.07434161,2.319048,-0.1340927,1.443427,1.049341,0.8616363
633.8961,-0.1845873,1.42984,0.4830367,0.6432276,1.129179,0.2800364,0.116909,2.347652,0.2247331,1.457701,1.508677,-0.1588427
633.9338,-0.1792344,1.28143,0.6056442,0.6404173,1.218691,0.1861079,0.1011548,2.188071,0.9208961,1.230624,1.779192,-0.3948354
633.9709,-0.2049792,1.021542,0.6946281,0.6178075,1.274312,0.1761501,-0.01383671,1.256675,1.647611,1.127821,1.939562,-0.3691286
634.0087,-0.2620612,0.7124826,0.5446712,0.5736904,1.313138,0.2005379,-0.2473587,-0.1575084,1.03752,1.023718,2.057579,-0.2926995
634.0462,-0.2905238,0.6549847,0.3557861,0.5161356,1.335966,0.2384835,-0.2079241,-0.3407872,0.3959802,0.8859482,2.162434,-0.1860034
634.0833,-0.3502683,0.6517727,0.262795,0.4511688,1.342076,0.2915637,-0.3640906,-0.3440862,0.1729385,0.7653263,2.242967,-0.007938683
634.121,-0.3931322,0.7014198,0.1742773,0.3872698,1.32397,0.346628,-0.3693823,-0.2038718,-0.2498491,0.6862409,2.262136,0.1720998
634.1588,-0.41507,0.7506077,0.1486621,0.3383379,1.273562,0.4119701,-0.269747,-0.09845304,-0.3592523,0.7598686,2.180102,0.4342492
634.1959,-0.4478875,0.7887215,0.1651831,0.2735045,1.188645,0.4955773,-0.302356,-0.09324163,-0.2831046,0.7071591,1.981179,0.9243372
634.2333,-0.4817616,0.8333442,0.2015141,0.138781,0.9903365,0.5831395,-0.3282066,-0.08203351,-0.1706478,0.09863898,1.068022,1.579309
634.2713,-0.5080251,0.8828526,0.2550205,0.04483933,0.7581569,0.4239942,-0.3402621,-0.07356715,0.01602909,-0.2334229,-0.1313337,0.7864534
634.3088,-0.5402679,0.945393,0.3462535,0.002974973,0.7489247,0.3501212,-0.430977,-0.04609603,0.4170003,-0.5146322,-0.03701842,0.6883169
634.3455,-0.5833455,1.050395,0.4829338,0.06437813,0.698972,0.3254345,-0.643859,0.2844369,1.122971,-0.1046379,-0.2588067,0.5580146
634.3837,-0.5890057,1.271924,0.6106322,0.09107539,0.6857818,0.3510826,-0.5980263,1.399864,1.602373,0.03561234,-0.2612032,0.6675369
634.421,-0.530701,1.546691,0.5401729,0.1048552,0.6839678,0.3886092,-0.4203496,2.495854,0.8349817,0.08392311,-0.2606773,0.7160349
634.4584,-0.4464235,1.648814,0.3395489,0.134069,0.7123447,0.4788362,-0.1442332,2.489179,-0.1104154,0.2175728,-0.1085419,1.04379
634.4968,-0.3740683,1.654231,0.2313176,0.162743,0.8371877,0.6306878,0.06336406,2.239065,-0.4517796,0.4148312,0.5692208,1.560551
634.5337,-0.3199192,1.664154,0.1861235,0.1968923,1.112233,0.6890329,0.1605797,2.22001,-0.4922165,0.6165535,1.803388,1.277412
634.5707,-0.2832345,1.645524,0.1362674,0.1572464,1.347141,0.5459234,0.1371366,2.077892,-0.6614458,0.2054111,2.307155,0.2701454
634.6096,-0.2508551,1.602189,0.09966676,0.1299333,1.387793,0.4459473,0.1146834,1.838742,-0.8005691,-0.03765519,2.235397,-0.05752212
634.6459,-0.2213049,1.571287,0.09634327,0.1636395,1.37719,0.4490585,0.1513332,1.710746,-0.8210945,0.2804564,2.267661,0.009268165
634.684,-0.1917689,1.546442,0.1236589,0.1795432,1.305427,0.5100762,0.2099692,1.680936,-0.7821656,0.3825823,2.275754,0.3787718
634.7217,-0.1896025,1.540329,0.1714388,0.1687693,1.169983,0.6073828,0.1116549,1.832748,-0.7361597,0.2960051,2.024855,1.110378
634.758,-0.1926681,1.530135,0.2572475,0.1496536,0.8483745,0.6498122,-0.03258692,2.104121,-0.5458175,0.06990463,0.5037161,1.585147
634.7959,-0.1850541,1.472517,0.4274185,0.2078318,0.6603633,0.3831272,0.009211838,2.397199,0.09996718,0.3306056,-0.3285219,0.4669892
634.8334,-0.2105224,1.232325,0.6879617,0.2504438,0.7094299,0.3452047,-0.085076,1.775536,1.518134,0.3406963,-0.239659,0.6470075
634.8707,-0.2867741,0.8239869,0.6410627,0.3175164,0.7925143,0.3978018,-0.4103966,0.2651626,1.461083,0.5653026,0.03165156,0.9975435
634.9091,-0.2842927,0.6384486,0.3934653,0.3830431,0.9592965,0.4961463,-0.1867617,-0.3096177,0.6962162,0.7754613,0.7716635,1.396592
634.9461,-0.3193752,0.6106584,0.1853356,0.409557,1.226804,0.5328543,-0.2586303,-0.3866814,0.145045,0.6857705,1.937199,1.180191
634.983,-0.3553705,0.6739587,0.01000723,0.3799656,1.457693,0.4172727,-0.285542,-0.1931581,-0.4831789,0.3546262,2.456872,0.3856395
635.0207,-0.3693008,0.7518427,-0.0789434,0.3467478,1.55132,0.2844322,-0.1718781,0.09503037,-0.8066949,0.211718,2.386876,-0.2481217
635.0593,-0.3956979,0.8311845,-0.1180005,0.3363516,1.588621,0.2094679,-0.1766133,0.3305017,-0.9554486,0.1875173,2.263634,-0.5131695
635.0963,-0.4271387,0.8798488,-0.1133681,0.3367068,1.615217,0.1760332,-0.1691401,0.4328453,-0.969887,0.230455,2.249718,-0.589551
635.1336,-0.4647067,0.9062193,-0.07336615,0.3376909,1.623127,0.1559194,-0.1900037,0.385888,-0.8819416,0.2829463,2.19461,-0.6628662
635.1707,-0.5060951,0.9254871,-0.005709804,0.3415404,1.619857,0.1558629,-0.2345597,0.2898939,-0.7284061,0.3332588,2.160123,-0.6855909
635.2083,-0.5565217,0.9336319,0.106682,0.348736,1.618864,0.1781489,-0.3425751,0.07903618,-0.3664912,0.4175456,2.208998,-0.6262187
635.2456,-0.6197926,0.9561291,0.2783363,0.3586717,1.617722,0.2139858,-0.5871851,-0.03984988,0.3617788,0.5157541,2.298416,-0.5015427
635.2842,-0.6644292,1.077274,0.511986,0.3637792,1.599549,0.244928,-0.6879785,0.5948563,1.387611,0.566167,2.316249,-0.42244
635.321,-0.6497934,1.389198,0.6148363,0.3675211,1.570902,0.2665312,-0.5951065,2.129106,1.285318,0.6015939,2.289664,-0.3881376
635.3586,-0.5933995,1.60481,0.4441449,0.3750398,1.541191,0.2862384,-0.4363459,2.590245,0.3789398,0.663411,2.255195,-0.3517585
635.3959,-0.5272014,1.667085,0.3269792,0.3819727,1.50945,0.3002425,-0.2418136,2.555755,-0.03193691,0.6914629,2.21465,-0.3376511
635.4336,-0.4847547,1.684751,0.2337627,0.3911988,1.474175,0.3169994,-0.1944433,2.470188,-0.31287,0.7603585,2.160308,-0.3098511
635.4714,-0.4440353,1.66483,0.1546257,0.402453,1.431652,0.3360237,-0.1847459,2.261013,-0.6052006,0.8562627,2.070895,-0.2848016
635.5089,-0.3955677,1.630331,0.1120561,0.4063757,1.38488,0.3591101,-0.06119376,2.053312,-0.7301323,0.8881748,2.011006,-0.2539442
635.5458,-0.3625013,1.61077,0.1040855,0.4091743,1.330204,0.3886289,-0.0009753704,2.010389,-0.7382945,0.9773151,1.925242,-0.1798305
635.5836,-0.3428394,1.607259,0.1149107,0.4063074,1.252628,0.4266476,-0.01221922,2.090147,-0.6959595,1.122668,1.735492,-0.07700863
635.6209,-0.3332461,1.605792,0.1304458,0.3738967,1.171812,0.4770487,-0.03381202,2.147933,-0.6546794,1.178017,1.626222,0.09376922
635.6589,-0.3273129,1.608755,0.1527926,0.3099076,1.074679,0.5664542,-0.03033435,2.215474,-0.5845643,1.243702,1.432372,0.5756608
635.6965,-0.3221525,1.616111,0.1796664,0.1494574,0.940503,0.6924588,-0.003779948,2.289049,-0.488011,0.7560339,0.7076087,1.452607
635.7337,-0.3207566,1.622695,0.2017828,-0.1942657,0.9611085,0.646649,-0.0006462932,2.333106,-0.424992,-0.8805349,0.889582,1.370471
635.7706,-0.3235838,1.628047,0.2201945,-0.281006,1.012669,0.4455442,-0.04186344,2.369129,-0.389258,-1.233459,1.028419,0.7498238
635.8088,-0.3228742,1.631233,0.23879,-0.2767378,1.043936,0.3670805,-0.0721783,2.390714,-0.3614933,-1.25652,1.146489,0.5388671
635.8461,-0.3121743,1.632061,0.2568513,-0.239751,1.069785,0.3205069,-0.04576695,2.392457,-0.3354543,-1.224713,1.242455,0.326487
635.8837,-0.2974825,1.629749,0.2738209,-0.1712592,1.095159,0.321918,-0.01942137,2.383875,-0.321138,-1.131772,1.373156,0.3103753
635.9219,-0.2855391,1.621188,0.2895007,-0.08733185,1.092348,0.3981522,-0.02716586,2.370452,-0.3202926,-0.9894617,1.328888,0.7589995
635.9584,-0.2693074,1.599789,0.3118927,0.0681882,1.041235,0.5161381,-0.025361,2.345027,-0.3086792,-0.3878745,1.018607,1.405798
635.9959,-0.2515503,1.566847,0.3464203,0.3289191,0.9941465,0.5610561,-0.004806504,2.335684,-0.2435016,0.8501666,0.8037747,1.392957
636.0339,-0.2294078,1.501982,0.4205495,0.6035978,1.05463,0.3607009,0.0301652,2.368344,-0.006111741,1.570625,1.124019,0.1156631
636.0709,-0.2127199,1.406583,0.5150254,0.6469939,1.140979,0.1837047,0.04278807,2.368945,0.4224263,1.381288,1.47583,-0.4067937
636.1085,-0.2110619,1.220513,0.634849,0.6575519,1.220733,0.1213494,-0.01158132,2.041613,1.16964,1.292409,1.668159,-0.5085445
636.1464,-0.235558,0.8724787,0.6768646,0.6365772,1.28298,0.07865563,-0.1553046,0.5968733,1.63478,1.113492,1.84126,-0.6002223
636.1831,-0.2791592,0.641386,0.4415587,0.5975635,1.324158,0.06307454,-0.2483779,-0.3217365,0.7088557,0.9436936,1.936786,-0.6474752
636.2203,-0.3201278,0.6222283,0.2586783,0.5564032,1.350346,0.08729352,-0.258215,-0.3716427,0.1670963,0.8430767,2.035842,-0.5819705
636.2588,-0.38667,0.6677538,0.1293361,0.5114183,1.361469,0.1496223,-0.4190052,-0.2405096,-0.2878118,0.7854698,2.147796,-0.4040798
636.2958,-0.422722,0.7379696,0.05340176,0.4675672,1.347029,0.2459719,-0.3738914,-0.007703841,-0.6111183,0.8027948,2.230347,-0.08170477
636.3339,-0.4557072,0.7887545,0.03512791,0.4126624,1.276134,0.3985461,-0.3917872,0.06403333,-0.6509432,0.9344138,2.113939,0.55935
636.3711,-0.4925599,0.8339586,0.04679878,0.2576845,1.06253,0.581616,-0.4019535,0.1227279,-0.6502964,0.451526,1.135576,1.559926
636.4087,-0.5335432,0.877207,0.08548449,0.04895998,0.8309759,0.4587032,-0.4434035,0.1271322,-0.5696969,-0.3425357,0.07414585,0.9820955
636.4465,-0.5674726,0.9166077,0.1540135,-0.01671001,0.8096508,0.3518136,-0.4640343,0.07766032,-0.3802788,-0.6273689,0.1029742,0.7091706
636.4841,-0.5995234,0.9508345,0.2769261,0.007471328,0.7650628,0.3151976,-0.5416455,-0.03684002,0.1314969,-0.4553609,-0.08255839,0.5746676
636.5208,-0.6367548,1.030767,0.459033,0.03082087,0.7403625,0.328233,-0.7010758,0.1994004,1.011023,-0.3390582,-0.1400233,0.6250671
636.5588,-0.6435861,1.280389,0.6440626,0.0735248,0.715984,0.3523421,-0.6948697,1.529431,1.611197,-0.1334219,-0.2147402,0.6538807
636.5962,-0.5845511,1.590159,0.5469496,0.118313,0.7203436,0.4064607,-0.5072484,2.570892,0.726358,0.04669771,-0.1823716,0.8306972
636.6335,-0.4853436,1.698746,0.3892201,0.1520813,0.7915,0.532914,-0.1535334,2.603189,0.1211068,0.2027324,0.1479744,1.296661
636.6714,-0.4167205,1.729853,0.2651236,0.1750567,1.017755,0.6777952,-0.1346359,2.48683,-0.3242945,0.4141671,1.212302,1.629098
636.7088,-0.3444659,1.714652,0.1676111,0.1860715,1.318375,0.6363448,-0.07616511,2.266822,-0.6217704,0.4128174,2.221059,1.002061
636.7457,-0.2704729,1.66318,0.1099737,0.1641064,1.478779,0.4954285,0.09651026,1.961224,-0.7712151,0.149031,2.457335,0.2900005
636.7837,-0.2297938,1.611011,0.09272954,0.1754033,1.503464,0.376469,0.1282029,1.734452,-0.832798,0.2579584,2.318164,-0.1975078
636.821,-0.2061025,1.584132,0.1125496,0.1862017,1.457613,0.3651835,0.1347976,1.683657,-0.8222669,0.3193038,2.239446,-0.2439321
636.8586,-0.2012254,1.58505,0.1659092,0.1826766,1.375801,0.4968304,0.05716254,1.873164,-0.756168,0.3394113,2.362217,0.5459999
636.8966,-0.2038679,1.583501,0.2642777,0.1610042,1.122348,0.6453055,-0.07099003,2.212458,-0.5017223,0.211794,1.445494,1.590291
636.9338,-0.1916292,1.52769,0.4154647,0.167306,0.7365982,0.4690972,-0.03216307,2.441462,0.04184464,0.1834562,-0.1820649,0.863809
636.9703,-0.191029,1.373338,0.6107818,0.1718834,0.7419253,0.3120236,-0.01076807,2.264746,1.026592,-0.09803067,-0.1739927,0.609077
637.0087,-0.2246468,1.014306,0.7158245,0.2585954,0.8086655,0.3343961,-0.1549395,0.906813,1.707584,0.3013913,-0.01769054,0.8959157
637.0463,-0.2586301,0.7200814,0.5139099,0.3215359,0.9140665,0.383278,-0.1875151,-0.1581163,0.9868914,0.463309,0.2182692,1.087385
637.0836,-0.2900695,0.6503007,0.2915254,0.4036611,1.112979,0.4770941,-0.1608152,-0.3413103,0.2925592,0.736011,1.04095,1.417496
637.1213,-0.3517851,0.6856716,0.1288613,0.4300411,1.426341,0.478561,-0.3199701,-0.2358181,-0.2582363,0.6593295,2.251853,0.994272
637.1588,-0.4145311,0.7344676,0.04943604,0.3898256,1.640021,0.3040785,-0.4831721,-0.1174471,-0.4697264,0.3035919,2.583234,-0.01672101
637.1964,-0.4334098,0.7975104,-0.01081131,0.3523556,1.695211,0.167712,-0.346389,0.08360237,-0.7056226,0.1577464,2.359113,-0.5543414
637.2341,-0.4615755,0.8692823,-0.03350654,0.3380853,1.712396,0.09135271,-0.3220498,0.2622634,-0.8158495,0.1249158,2.184224,-0.7641809
637.2711,-0.5015711,0.9226724,-0.01651585,0.3330612,1.713801,0.05263957,-0.3521726,0.3664975,-0.8340422,0.1239836,2.066281,-0.8595254
637.3088,-0.5488545,0.9561296,0.03766185,0.3326944,1.703494,0.04509371,-0.4340417,0.3102626,-0.7171058,0.1757053,1.96139,-0.9082398
637.3463,-0.592002,0.9811307,0.1281023,0.3312188,1.703538,0.06521145,-0.5093476,0.1738681,-0.456274,0.2140474,1.983921,-0.8874985
637.3837,-0.632871,1.008977,0.2610675,0.3316974,1.715839,0.1082916,-0.6329475,0.0354073,0.03267562,0.2842054,2.158205,-0.7872853
637.4215,-0.6665617,1.078494,0.4395842,0.3358703,1.717618,0.1597193,-0.7960324,0.1592535,0.8113838,0.4048589,2.325109,-0.6316055
637.459,-0.6639086,1.25128,0.6277376,0.3320528,1.691963,0.1934228,-0.7828636,1.024256,1.594335,0.4641595,2.332411,-0.5631318
637.4965,-0.6050916,1.586669,0.6347043,0.3214236,1.656043,0.2139935,-0.6361053,2.524434,0.9805861,0.4862898,2.279079,-0.5506275
637.5334,-0.4949611,1.707619,0.4043981,0.3024131,1.616726,0.2393232,-0.1543686,2.570282,0.03048739,0.4676765,2.256155,-0.5115564
637.5712,-0.4009153,1.678774,0.2822505,0.27501,1.579131,0.2733086,0.01115218,2.268881,-0.4119932,0.3654886,2.290687,-0.423471
637.6087,-0.3358736,1.610619,0.2407399,0.2517453,1.532227,0.3160351,0.06143656,1.99377,-0.5931305,0.3004045,2.324003,-0.2928345
637.6462,-0.2956787,1.559224,0.2940109,0.232483,1.465681,0.3822621,-0.008086056,2.040148,-0.534242,0.3005626,2.368911,-0.04146141
637.6839,-0.2671809,1.512038,0.4813172,0.2226598,1.367114,0.4892699,-0.1898426,2.481942,0.250437,0.4616421,2.337145,0.5331687
637.7219,-0.2125013,1.225949,0.7272949,0.157508,1.123285,0.6520498,-0.09732035,1.563844,1.661404,0.2248389,1.433502,1.600328
637.7589,-0.1750968,0.812091,0.5735232,0.07420683,0.770082,0.473177,0.1520981,-0.02827817,1.005638,-0.1986912,-0.1688893,0.682604
637.796,-0.2000704,0.7896593,0.3647552,0.05067588,0.8664289,0.3562939,0.3435218,-0.04907095,0.3969941,-0.7156121,0.2630509,0.5770608
637.8332,-0.3130397,0.8546816,0.4056584,0.1067441,0.9555782,0.3603735,0.03569123,-0.01352972,0.7586399,-0.7227742,0.4933475,0.6738096
637.8717,-0.4663632,1.006217,0.5581663,0.2548431,1.046261,0.4657429,-0.6369246,0.6653512,1.482677,-0.1996203,0.6480623,1.26255
637.9092,-0.6365052,1.28764,0.5861926,0.5661709,1.206319,0.5468579,-1.097901,1.809318,1.303804,1.23811,1.360351,1.271269
637.9465,-0.6645931,1.577137,0.4104315,0.7355444,1.452374,0.3254939,-0.8420504,2.536396,0.1905888,1.415779,2.015326,-0.1439381
637.9841,-0.626299,1.664049,0.2766721,0.7217892,1.5486,0.1791785,-0.5567669,2.466576,-0.3158779,1.129954,2.086477,-0.5584462
638.0212,-0.6157861,1.707493,0.218085,0.7094853,1.612787,0.09163796,-0.5551499,2.389072,-0.5111426,0.9413687,2.134379,-0.7294419
638.0587,-0.6052133,1.753019,0.2122564,0.6753657,1.632963,0.03402463,-0.5562087,2.470149,-0.4829588,0.6896572,2.067033,-0.8667412
638.0967,-0.5893564,1.779967,0.2188652,0.6634851,1.651531,0.03510618,-0.5134716,2.545143,-0.420468,0.6495905,2.112747,-0.8520733
638.1337,-0.5702232,1.786746,0.2349751,0.6771251,1.698267,0.08344191,-0.4710031,2.601158,-0.3367663,0.7879459,2.405371,-0.614929
638.1709,-0.5569463,1.76929,0.2575723,0.6765448,1.706883,0.1433102,-0.4328026,2.624249,-0.246049,0.8372555,2.585091,-0.3071609
638.2096,-0.5484483,1.735631,0.28729,0.6578048,1.676122,0.2000964,-0.3999309,2.6364,-0.1208253,0.7798018,2.634162,-0.05927791
638.2459,-0.5475274,1.680632,0.3245761,0.6310178,1.616722,0.2591571,-0.4340637,2.631144,0.03534612,0.6583963,2.615318,0.2138135
638.2838,-0.557812,1.605205,0.3644792,0.6259882,1.527243,0.3196838,-0.5469131,2.592919,0.2085852,0.8229173,2.476219,0.5659864
638.3216,-0.5735944,1.501851,0.4074041,0.6020916,1.4197,0.3651273,-0.726046,2.48995,0.3869481,0.8002076,2.288678,0.8185891
638.3586,-0.5923632,1.37067,0.4472809,0.5696818,1.288866,0.4016203,-0.9956344,2.275961,0.5807758,0.8013082,2.070226,0.9811251
638.396,-0.5976416,1.18996,0.4785529,0.5447047,1.124024,0.4284961,-1.323491,1.794763,0.8062048,1.026881,1.637177,1.138553
638.434,-0.5459413,0.9748179,0.4861506,0.4706526,0.9364606,0.4361853,-1.421685,0.9790868,0.9689083,1.05011,0.9042174,1.25055
638.4713,-0.4076245,0.7960303,0.4455674,0.3443156,0.8039742,0.404398,-1.006421,0.1108191,0.8602104,0.6520191,0.2162622,1.152671
638.5087,-0.2789016,0.7601873,0.4082719,0.2921527,0.7766891,0.3737489,-0.5536067,-0.1229779,0.7884776,0.6870735,0.05055785,0.9365731
638.5461,-0.2295902,0.7955058,0.4224936,0.2594015,0.8083698,0.4091496,-0.4099912,0.0275563,1.037074,0.5412955,0.2139611,1.162286
638.5837,-0.227748,0.848837,0.4562717,0.2387798,0.8664362,0.4531634,-0.4093413,0.1349031,1.132528,0.4145458,0.3412386,1.285794
638.6213,-0.2652475,0.926561,0.5107728,0.2530518,0.96039,0.5102786,-0.5308399,0.323105,1.262638,0.4071782,0.6674224,1.453897
638.6594,-0.3136755,1.0468,0.5757461,0.3028886,1.087285,0.5627224,-0.6140512,0.7912618,1.494699,0.4936305,1.154758,1.542041
638.6962,-0.3630781,1.184302,0.6156502,0.3616695,1.21843,0.5895591,-0.7376354,1.273306,1.538572,0.6364634,1.546091,1.49351
638.7343,-0.4078436,1.342752,0.6223208,0.4147518,1.35475,0.5886753,-0.8652582,1.773222,1.400439,0.8111115,1.916442,1.314899
638.771,-0.4258071,1.505118,0.5879168,0.4486714,1.486118,0.5510554,-0.8053848,2.292942,1.072946,0.8959926,2.280373,0.9622279
638.8087,-0.4198507,1.636616,0.5156283,0.4584276,1.598997,0.479945,-0.6376393,2.608921,0.6004298,0.8412013,2.522192,0.5145317
